"","movie_id","score","reviews","avg.rating","stroke"
"1",1,8613,2077,4.14684641309581,1
"2",2,2244,701,3.20114122681883,1
"3",3,1442,478,3.01673640167364,1
"4",4,464,170,2.72941176470588,1
"5",5,890,296,3.00675675675676,1
"6",6,3646,940,3.87872340425532,1
"7",7,1562,458,3.41048034934498,1
"8",9,271,102,2.65686274509804,1
"9",10,3144,888,3.54054054054054,1
"10",11,3919,1033,3.79380445304937,1
"11",12,378,160,2.3625,1
"12",14,542,153,3.54248366013072,1
"13",15,359,146,2.45890410958904,1
"14",16,2587,682,3.79325513196481,1
"15",17,3363,835,4.02754491017964,1
"16",18,524,157,3.3375796178344,1
"17",19,965,389,2.48071979434447,1
"18",21,4914,1356,3.62389380530973,1
"19",22,1266,378,3.34920634920635,1
"20",23,360,126,2.85714285714286,1
"21",24,1984,624,3.17948717948718,1
"22",25,3578,980,3.65102040816327,1
"23",26,353,100,3.53,1
"24",28,726,179,4.05586592178771,1
"25",29,1637,403,4.06203473945409,1
"26",31,439,141,3.11347517730496,1
"27",32,5962,1511,3.94573130377234,1
"28",34,6814,1751,3.89149057681325,1
"29",36,3673,928,3.95797413793103,1
"30",39,4935,1362,3.62334801762115,1
"31",41,958,242,3.95867768595041,1
"32",42,634,221,2.86877828054299,1
"33",43,572,166,3.44578313253012,1
"34",44,867,311,2.78778135048232,1
"35",45,1863,544,3.42463235294118,1
"36",46,516,166,3.10843373493976,1
"37",47,4669,1137,4.10642040457344,1
"38",48,1137,382,2.97643979057592,1
"39",50,8054,1783,4.5171060011217,1
"40",52,1569,431,3.64037122969838,1
"41",58,2051,501,4.0938123752495,1
"42",60,1147,357,3.21288515406162,1
"43",62,2000,541,3.69685767097967,1
"44",63,317,111,2.85585585585586,1
"45",65,295,143,2.06293706293706,1
"46",69,1166,319,3.6551724137931,1
"47",70,2885,914,3.15645514223195,1
"48",73,855,224,3.81696428571429,1
"49",74,357,120,2.975,1
"50",76,508,178,2.85393258426966,1
"51",79,297,114,2.60526315789474,1
"52",81,525,166,3.16265060240964,1
"53",85,660,194,3.4020618556701,1
"54",86,801,236,3.39406779661017,1
"55",88,565,192,2.94270833333333,1
"56",89,704,229,3.07423580786026,1
"57",94,678,182,3.72527472527473,1
"58",95,1835,638,2.87617554858934,1
"59",100,392,128,3.0625,1
"60",101,979,253,3.8695652173913,1
"61",104,2405,682,3.52639296187683,1
"62",105,1251,387,3.23255813953488,1
"63",107,806,256,3.1484375,1
"64",110,10346,2443,4.23495702005731,1
"65",111,5188,1240,4.18387096774194,1
"66",112,1963,570,3.44385964912281,1
"67",122,537,194,2.7680412371134,1
"68",123,445,115,3.8695652173913,1
"69",125,1219,318,3.83333333333333,1
"70",135,374,133,2.81203007518797,1
"71",140,440,139,3.16546762589928,1
"72",141,2421,682,3.54985337243402,1
"73",144,1469,433,3.39260969976905,1
"74",145,1193,362,3.29558011049724,1
"75",147,641,181,3.5414364640884,1
"76",150,5096,1251,4.07354116706635,1
"77",151,1988,554,3.5884476534296,1
"78",153,2053,777,2.64221364221364,1
"79",154,626,168,3.72619047619048,1
"80",157,511,187,2.73262032085561,1
"81",158,772,259,2.98069498069498,1
"82",159,381,116,3.28448275862069,1
"83",160,1265,565,2.23893805309735,1
"84",161,2830,760,3.72368421052632,1
"85",162,1995,491,4.06313645621181,1
"86",163,1867,540,3.45740740740741,1
"87",164,1352,379,3.56728232189974,1
"88",165,2938,825,3.56121212121212,1
"89",168,1068,362,2.95027624309392,1
"90",169,228,113,2.01769911504425,1
"91",170,1010,321,3.14641744548287,1
"92",172,1180,458,2.5764192139738,1
"93",173,1302,564,2.30851063829787,1
"94",175,765,220,3.47727272727273,1
"95",176,803,205,3.91707317073171,1
"96",177,380,139,2.73381294964029,1
"97",180,1600,451,3.54767184035477,1
"98",185,1633,569,2.86994727592267,1
"99",186,583,211,2.76303317535545,1
"100",187,340,105,3.23809523809524,1
"101",188,612,190,3.22105263157895,1
"102",190,375,100,3.75,1
"103",193,445,217,2.05069124423963,1
"104",194,800,213,3.75586854460094,1
"105",195,466,164,2.84146341463415,1
"106",196,1553,550,2.82363636363636,1
"107",198,1994,605,3.29586776859504,1
"108",199,446,117,3.81196581196581,1
"109",203,620,203,3.05418719211823,1
"110",204,593,203,2.92118226600985,1
"111",207,686,219,3.1324200913242,1
"112",208,1713,651,2.63133640552995,1
"113",213,499,123,4.05691056910569,1
"114",215,609,160,3.80625,1
"115",216,1130,355,3.1830985915493,1
"116",218,610,195,3.12820512820513,1
"117",222,1167,329,3.54711246200608,1
"118",223,5573,1412,3.94688385269122,1
"119",224,1309,386,3.39119170984456,1
"120",225,806,254,3.17322834645669,1
"121",227,345,129,2.67441860465116,1
"122",229,378,108,3.5,1
"123",230,1205,349,3.45272206303725,1
"124",231,2107,660,3.19242424242424,1
"125",232,1410,346,4.07514450867052,1
"126",233,849,235,3.61276595744681,1
"127",234,327,147,2.22448979591837,1
"128",235,3427,927,3.69687162891046,1
"129",236,1077,326,3.30368098159509,1
"130",237,764,257,2.9727626459144,1
"131",239,483,168,2.875,1
"132",246,3142,760,4.13421052631579,1
"133",247,1844,477,3.86582809224319,1
"134",248,402,138,2.91304347826087,1
"135",249,981,261,3.75862068965517,1
"136",252,1200,367,3.26975476839237,1
"137",253,2601,738,3.52439024390244,1
"138",256,578,218,2.65137614678899,1
"139",257,368,114,3.2280701754386,1
"140",258,349,144,2.42361111111111,1
"141",259,290,102,2.84313725490196,1
"142",260,13321,2991,4.45369441658308,1
"143",261,1040,285,3.64912280701754,1
"144",262,666,172,3.87209302325581,1
"145",265,3036,772,3.93264248704663,1
"146",266,2620,765,3.42483660130719,1
"147",272,1427,383,3.72584856396867,1
"148",273,707,244,2.89754098360656,1
"149",276,614,228,2.69298245614035,1
"150",277,541,170,3.18235294117647,1
"151",280,757,212,3.57075471698113,1
"152",281,850,233,3.6480686695279,1
"153",282,693,215,3.22325581395349,1
"154",288,2201,700,3.14428571428571,1
"155",289,528,158,3.34177215189873,1
"156",290,658,168,3.91666666666667,1
"157",292,2396,733,3.268758526603,1
"158",293,3790,923,4.10617551462622,1
"159",296,9288,2171,4.27821280515891,1
"160",297,1326,445,2.97977528089888,1
"161",299,524,143,3.66433566433566,1
"162",300,2650,705,3.75886524822695,1
"163",304,2957,867,3.41061130334487,1
"164",305,320,128,2.5,1
"165",306,1412,334,4.22754491017964,1
"166",307,996,243,4.09876543209877,1
"167",308,801,202,3.96534653465347,1
"168",309,428,156,2.74358974358974,1
"169",312,273,112,2.4375,1
"170",314,1155,300,3.85,1
"171",315,406,153,2.65359477124183,1
"172",316,3895,1116,3.49014336917563,1
"173",317,2046,641,3.19188767550702,1
"174",318,10143,2227,4.55455770094297,1
"175",319,1063,273,3.89377289377289,1
"176",322,776,209,3.71291866028708,1
"177",327,936,358,2.6145251396648,1
"178",328,448,144,3.11111111111111,1
"179",329,4911,1413,3.4755838641189,1
"180",330,407,149,2.73154362416107,1
"181",332,410,161,2.54658385093168,1
"182",333,1436,410,3.50243902439024,1
"183",334,440,114,3.85964912280702,1
"184",337,2662,693,3.84126984126984,1
"185",338,637,221,2.88235294117647,1
"186",339,2355,673,3.49925705794948,1
"187",342,1905,518,3.67760617760618,1
"188",344,2412,766,3.14882506527415,1
"189",345,1785,469,3.80597014925373,1
"190",346,423,120,3.525,1
"191",349,3946,1059,3.7261567516525,1
"192",350,1747,515,3.39223300970874,1
"193",351,859,257,3.34241245136187,1
"194",352,373,119,3.13445378151261,1
"195",353,2529,734,3.44550408719346,1
"196",355,628,267,2.35205992509363,1
"197",356,8969,2194,4.08796718322698,1
"198",357,4616,1233,3.74371451743715,1
"199",358,447,141,3.17021276595745,1
"200",360,317,127,2.49606299212598,1
"201",361,917,268,3.42164179104478,1
"202",362,804,239,3.36401673640167,1
"203",364,4328,1121,3.86083853702052,1
"204",366,708,251,2.8207171314741,1
"205",367,3866,1179,3.27905004240882,1
"206",368,2826,802,3.52369077306733,1
"207",370,1194,412,2.89805825242718,1
"208",371,674,212,3.17924528301887,1
"209",372,1350,428,3.15420560747664,1
"210",373,995,258,3.85658914728682,1
"211",374,387,183,2.11475409836066,1
"212",376,1136,350,3.24571428571429,1
"213",377,5883,1650,3.56545454545455,1
"214",378,405,140,2.89285714285714,1
"215",379,1260,436,2.88990825688073,1
"216",380,5088,1400,3.63428571428571,1
"217",381,688,211,3.260663507109,1
"218",382,798,272,2.93382352941176,1
"219",383,882,270,3.26666666666667,1
"220",387,280,102,2.74509803921569,1
"221",393,195,105,1.85714285714286,1
"222",405,431,203,2.12315270935961,1
"223",407,562,193,2.9119170984456,1
"224",410,1346,463,2.90712742980562,1
"225",412,1050,295,3.5593220338983,1
"226",413,620,245,2.53061224489796,1
"227",415,444,179,2.4804469273743,1
"228",417,725,208,3.48557692307692,1
"229",419,342,156,2.19230769230769,1
"230",420,882,352,2.50568181818182,1
"231",423,687,221,3.10859728506787,1
"232",426,829,269,3.0817843866171,1
"233",427,393,166,2.36746987951807,1
"234",428,1034,263,3.93155893536122,1
"235",429,445,187,2.37967914438503,1
"236",431,1362,369,3.69105691056911,1
"237",432,1011,392,2.57908163265306,1
"238",434,2116,686,3.08454810495627,1
"239",435,1389,533,2.60600375234522,1
"240",436,374,141,2.65248226950355,1
"241",438,399,152,2.625,1
"242",440,3613,948,3.81118143459916,1
"243",441,2375,643,3.69362363919129,1
"244",442,1915,640,2.9921875,1
"245",445,261,100,2.61,1
"246",446,1037,254,4.08267716535433,1
"247",448,821,228,3.60087719298246,1
"248",450,748,228,3.28070175438596,1
"249",451,334,106,3.15094339622642,1
"250",454,2923,824,3.54733009708738,1
"251",455,738,285,2.58947368421053,1
"252",457,8186,1995,4.10325814536341,1
"253",459,405,143,2.83216783216783,1
"254",464,601,216,2.78240740740741,1
"255",465,348,105,3.31428571428571,1
"256",466,1602,573,2.79581151832461,1
"257",468,1145,350,3.27142857142857,1
"258",471,2175,599,3.63105175292154,1
"259",473,336,151,2.22516556291391,1
"260",474,3718,972,3.82510288065844,1
"261",475,1217,312,3.90064102564103,1
"262",477,676,195,3.46666666666667,1
"263",479,372,133,2.79699248120301,1
"264",480,10057,2672,3.76384730538922,1
"265",481,994,294,3.38095238095238,1
"266",482,621,176,3.52840909090909,1
"267",485,1254,500,2.508,1
"268",490,615,185,3.32432432432432,1
"269",491,703,212,3.31603773584906,1
"270",492,1246,335,3.71940298507463,1
"271",493,1075,298,3.60738255033557,1
"272",494,1392,416,3.34615384615385,1
"273",497,2668,667,4,1
"274",504,526,178,2.95505617977528,1
"275",506,398,114,3.49122807017544,1
"276",507,1085,308,3.52272727272727,1
"277",508,2185,561,3.89483065953654,1
"278",509,2234,608,3.67434210526316,1
"279",511,472,152,3.10526315789474,1
"280",512,514,179,2.87150837988827,1
"281",514,1222,346,3.53179190751445,1
"282",515,1763,450,3.91777777777778,1
"283",516,712,248,2.87096774193548,1
"284",517,1213,382,3.17539267015707,1
"285",518,366,149,2.45637583892617,1
"286",519,392,202,1.94059405940594,1
"287",520,1096,374,2.93048128342246,1
"288",521,394,117,3.36752136752137,1
"289",523,428,117,3.65811965811966,1
"290",524,1721,476,3.61554621848739,1
"291",527,10392,2304,4.51041666666667,1
"292",529,2864,720,3.97777777777778,1
"293",531,1274,338,3.76923076923077,1
"294",532,1186,389,3.04884318766067,1
"295",533,555,203,2.73399014778325,1
"296",534,1097,286,3.83566433566434,1
"297",535,1149,301,3.81727574750831,1
"298",537,637,207,3.07729468599034,1
"299",538,1204,315,3.82222222222222,1
"300",539,3708,986,3.7606490872211,1
"301",540,375,169,2.2189349112426,1
"302",541,7692,1800,4.27333333333333,1
"303",542,551,206,2.6747572815534,1
"304",543,2308,682,3.3841642228739,1
"305",544,341,129,2.64341085271318,1
"306",546,656,350,1.87428571428571,1
"307",547,357,124,2.87903225806452,1
"308",548,349,137,2.54744525547445,1
"309",549,600,157,3.82165605095541,1
"310",550,537,178,3.01685393258427,1
"311",551,3703,996,3.71787148594378,1
"312",552,1714,529,3.24007561436673,1
"313",553,2142,553,3.87341772151899,1
"314",555,2585,658,3.92857142857143,1
"315",556,558,132,4.22727272727273,1
"316",558,365,135,2.7037037037037,1
"317",562,1816,478,3.79916317991632,1
"318",569,293,100,2.93,1
"319",574,603,175,3.44571428571429,1
"320",575,302,107,2.82242990654206,1
"321",581,571,141,4.04964539007092,1
"322",585,1215,418,2.9066985645933,1
"323",586,2116,675,3.13481481481481,1
"324",587,3930,1124,3.49644128113879,1
"325",588,5118,1351,3.78830495928942,1
"326",589,10751,2649,4.05851264628162,1
"327",590,5681,1451,3.91523087525844,1
"328",592,5153,1431,3.60097833682739,1
"329",593,11219,2578,4.35182311869666,1
"330",594,2934,763,3.84534731323722,1
"331",595,4119,1060,3.88584905660377,1
"332",596,1868,498,3.75100401606426,1
"333",597,3809,1046,3.6414913957935,1
"334",599,1079,264,4.08712121212121,1
"335",605,749,226,3.3141592920354,1
"336",608,10692,2513,4.25467568643056,1
"337",610,2192,618,3.54692556634304,1
"338",611,534,216,2.47222222222222,1
"339",616,932,278,3.35251798561151,1
"340",627,436,121,3.60330578512397,1
"341",628,1890,485,3.89690721649485,1
"342",637,356,140,2.54285714285714,1
"343",647,1567,441,3.55328798185941,1
"344",648,5242,1527,3.43287491814014,1
"345",653,1974,612,3.22549019607843,1
"346",661,1819,525,3.4647619047619,1
"347",662,382,128,2.984375,1
"348",663,902,264,3.41666666666667,1
"349",671,1678,456,3.67982456140351,1
"350",673,1475,563,2.61989342806394,1
"351",674,1164,386,3.01554404145078,1
"352",678,1299,306,4.24509803921569,1
"353",688,485,213,2.27699530516432,1
"354",691,375,121,3.09917355371901,1
"355",692,224,106,2.11320754716981,1
"356",694,373,141,2.64539007092199,1
"357",695,429,135,3.17777777777778,1
"358",700,482,145,3.32413793103448,1
"359",707,849,275,3.08727272727273,1
"360",708,2332,679,3.43446244477172,1
"361",709,438,144,3.04166666666667,1
"362",711,520,177,2.93785310734463,1
"363",714,595,153,3.88888888888889,1
"364",719,684,239,2.86192468619247,1
"365",720,1939,438,4.42694063926941,1
"366",724,1284,416,3.08653846153846,1
"367",728,817,217,3.76497695852535,1
"368",733,4989,1340,3.72313432835821,1
"369",735,339,101,3.35643564356436,1
"370",736,3523,1110,3.17387387387387,1
"371",737,609,300,2.03,1
"372",741,1284,314,4.08917197452229,1
"373",742,440,174,2.52873563218391,1
"374",743,275,107,2.57009345794393,1
"375",745,2970,657,4.52054794520548,1
"376",748,1314,417,3.15107913669065,1
"377",750,6083,1367,4.44989027066569,1
"378",761,343,123,2.78861788617886,1
"379",762,651,298,2.18456375838926,1
"380",765,450,171,2.63157894736842,1
"381",766,357,100,3.57,1
"382",778,2974,751,3.96005326231691,1
"383",780,6073,1730,3.51040462427746,1
"384",781,348,103,3.37864077669903,1
"385",782,370,145,2.55172413793103,1
"386",783,1257,390,3.22307692307692,1
"387",784,1051,385,2.72987012987013,1
"388",785,2661,765,3.47843137254902,1
"389",786,1437,460,3.12391304347826,1
"390",788,2840,948,2.9957805907173,1
"391",798,552,204,2.70588235294118,1
"392",799,1132,338,3.3491124260355,1
"393",800,2572,630,4.08253968253968,1
"394",801,375,121,3.09917355371901,1
"395",802,1493,427,3.49648711943794,1
"396",804,694,233,2.97854077253219,1
"397",805,1235,344,3.59011627906977,1
"398",810,176,120,1.46666666666667,1
"399",818,484,189,2.56084656084656,1
"400",829,300,131,2.29007633587786,1
"401",830,871,295,2.95254237288136,1
"402",832,1962,564,3.47872340425532,1
"403",835,322,103,3.12621359223301,1
"404",836,629,237,2.65400843881857,1
"405",837,758,218,3.47706422018349,1
"406",838,1944,501,3.88023952095808,1
"407",839,299,135,2.21481481481481,1
"408",842,391,151,2.58940397350993,1
"409",848,536,156,3.43589743589744,1
"410",849,1283,511,2.51076320939335,1
"411",851,444,127,3.49606299212598,1
"412",852,1981,615,3.22113821138211,1
"413",858,10059,2223,4.52496626180837,1
"414",861,959,273,3.51282051282051,1
"415",866,2187,572,3.82342657342657,1
"416",878,360,122,2.95081967213115,1
"417",879,670,237,2.82700421940928,1
"418",880,713,324,2.20061728395062,1
"419",886,306,104,2.94230769230769,1
"420",891,432,183,2.36065573770492,1
"421",892,587,152,3.86184210526316,1
"422",898,2503,582,4.30068728522337,1
"423",899,3217,751,4.28362183754993,1
"424",900,1321,343,3.85131195335277,1
"425",901,634,174,3.64367816091954,1
"426",902,2642,676,3.90828402366864,1
"427",903,3867,905,4.27292817679558,1
"428",904,4700,1050,4.47619047619048,1
"429",905,1601,374,4.2807486631016,1
